feature_id,output_score,rank,prob,chunk,top_tokens_ids,output_scores_path,top_tokens_str,cluster
196,0.0,33442,0.0,chunk_0000,"[133991, 141885, 220362, 145308, 205922, 1117, 220080, 218719, 87191, 152998, 118997, 231257, 187450, 200881, 229956, 183414, 4422, 150901, 216903, 235163, 51613, 65520, 73792, 199885, 207437, 208496, 208558, 28447, 63000, 141369, 155389, 160254, 214347, 176065, 197022, 150893, 154944, 162421, 60866, 161907, 120146, 220423, 220567, 176537, 127018, 227941, 179751, 100918, 41970, 119018]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],69
444,0.0,23359,0.0,chunk_0000,"[162896, 65688, 112468, 121528, 103748, 113559, 155694, 174788, 230174, 230553, 182517, 209664, 138168, 92966, 121165, 21272, 145462, 185544, 26304, 46441, 211044, 158455, 158524, 91963, 161404, 187680, 145727, 224208, 179919, 53001, 184822, 105468, 87936, 90276, 168153, 223403, 74221, 58566, 88539, 229098, 184715, 146918, 211465, 213803, 80379, 152742, 100455, 125990, 202076, 101004]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],70
344,0.02676307964324951,8,0.026763916015625,chunk_0002,"[2145, 142041, 17610, 39075, 23855, 11553, 49264, 166350, 223739, 29666]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],71
630,4.2676773853600025e-05,714,4.279613494873047e-05,chunk_0002,"[5191, 5817, 72088, 14666, 18648, 5490, 25340, 17860, 187439, 52944]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],72
166,1.5819102991372348e-06,4361,1.6093254089355469e-06,chunk_0002,"[1170, 12404, 671, 1378, 1767, 2149, 3757, 39634, 708, 196810]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],73
596,2.1665883250534533e-06,4502,2.205371856689453e-06,chunk_0002,"[8143, 52160, 65688, 29154, 107846, 131058, 68670, 45890, 210554, 179687]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],74
688,0.000234923692420125,171,0.00023508071899414062,chunk_0002,"[1812, 27258, 147746, 12686, 79001, 5188, 40741, 139023, 16922, 152709]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],75
584,8.042585104703903e-06,2010,8.106231689453125e-06,chunk_0002,"[29514, 161522, 152638, 218388, 36700, 145217, 33191, 156403, 117813, 191144]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],76
488,0.0003772190567106009,134,0.00037741661071777344,chunk_0000,"[109, 110, 108, 7020, 1364, 9069, 1969, 235284, 235265, 235248, 590, 235274, 1155, 17095, 235276, 235310, 11562, 2169, 3755, 11688, 2769, 9721, 235304, 1877, 4845, 1358, 111, 2125, 235269, 235303, 145, 714, 6854, 1378, 36651, 51930, 1887, 4681, 651, 4324, 139, 13351, 235321, 728, 1451, 1530, 11176, 4368, 3725, 235289]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],77
442,0.0,11043,0.0,chunk_0000,"[57915, 156419, 165842, 231400, 9611, 192870, 124764, 149082, 9337, 216856, 38955, 182207, 5966, 117266, 4670, 126513, 202496, 157575, 168850, 12458, 22076, 78299, 224594, 15904, 63684, 191504, 153314, 12924, 2369, 198388, 155156, 20627, 229066, 210383, 81058, 234508, 32304, 226941, 222584, 36925, 231374, 11482, 57707, 100684, 153995, 202332, 148363, 157592, 218663, 25777]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],78
37,0.0,33442,0.0,chunk_0000,"[233727, 205201, 30930, 74478, 49322, 232478, 38756, 57660, 180017, 166261, 43236, 205453, 208901, 182497, 78481, 25952, 191151, 134676, 70248, 203885, 73262, 202738, 204985, 42752, 61921, 232781, 35749, 231053, 36965, 177819, 115345, 5070, 82762, 33460, 25783, 55406, 141595, 156457, 101599, 121561, 84441, 202198, 28132, 143331, 100342, 133446, 245940, 98885, 45961, 185562]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],79
635,0.0,33442,0.0,chunk_0000,"[94305, 29540, 38577, 121946, 3569, 1821, 12071, 17467, 31483, 11084, 7163, 7279, 17849, 44093, 38614, 10319, 13642, 155703, 8574, 90841, 117064, 144186, 48351, 61405, 22432, 221800, 137622, 20170, 40991, 5653, 60022, 10660, 59418, 16488, 26278, 221073, 8423, 70139, 26701, 146190, 31604, 49189, 97979, 106822, 114427, 208636, 28956, 108201, 38759, 227699]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],80
176,5.178549326956272e-07,8870,5.364418029785156e-07,chunk_0002,"[37629, 117266, 49599, 38053, 233372, 83350, 3131, 102612, 65356, 159214]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],81
574,0.0,33442,0.0,chunk_0000,"[13977, 23363, 10021, 116018, 26410, 18367, 147576, 230476, 224152, 156801, 66363, 110683, 116721, 125657, 105723, 112198, 214854, 220114, 118649, 4643, 127479, 188434, 204527, 211844, 42242, 199080, 172624, 144576, 228845, 157506, 38499, 226811, 169197, 154273, 232610, 147662, 152291, 79168, 230378, 127854, 214745, 106792, 35775, 47973, 156777, 115269, 184506, 169148, 195068, 215346]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],82
211,5.514943040907383e-08,19135,5.960464477539063e-08,chunk_0000,"[235316, 151687, 236591, 25437, 15078, 116528, 1434, 66759, 6847, 207183, 91139, 7179, 1246, 77065, 152702, 3066, 51802, 112560, 199500, 7982, 37887, 235349, 179867, 44577, 104166, 2665, 134593, 47907, 1530, 37809, 106106, 33132, 27108, 16081, 6323, 210004, 78833, 67510, 98999, 23914, 9013, 73577, 5314, 189555, 1729, 239108, 91687, 1255, 29061, 2046]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],83
182,3.2161111012101175e-06,202,3.2186508178710938e-06,chunk_0002,"[10457, 24428, 194640, 24640, 25717, 28770, 49045, 195680, 68064, 35735]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],84
462,0.0,33442,0.0,chunk_0000,"[109597, 83445, 11320, 214557, 121417, 11325, 162638, 174431, 141748, 171216, 124961, 38917, 223578, 234258, 168684, 186768, 98119, 229287, 91125, 231927, 164803, 173845, 180974, 148823, 222071, 228743, 184777, 19697, 118312, 163584, 86157, 91991, 209262, 62192, 202913, 18941, 80104, 177371, 48557, 90775, 154390, 38542, 101190, 128942, 31714, 155022, 215674, 225675, 196413, 69718]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],85
350,0.0,33442,0.0,chunk_0000,"[66562, 1545, 174155, 211468, 62902, 179589, 203530, 20725, 158637, 3209, 233765, 168192, 126727, 178478, 107008, 129765, 185578, 201942, 55276, 44942, 205275, 2504, 200933, 4372, 191955, 187692, 164808, 179522, 11194, 102339, 180746, 176065, 226579, 205095, 226755, 159733, 86434, 218124, 165677, 231769, 2994, 89107, 178492, 63724, 232609, 159821, 176175, 103470, 234933, 162623]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],86
666,5.607719067484141e-06,2474,5.662441253662109e-06,chunk_0002,"[19735, 41454, 82441, 44514, 104471, 206568, 78349, 46511, 7017, 8385]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],87
771,0.9916953449249267,1,0.99169921875,chunk_0002,"[235265, 235269, 235289, 1861, 723, 235341, 1173, 5918, 235362, 1452]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],88
527,0.006137344405055046,21,0.006137847900390625,chunk_0000,"[235248, 32736, 16824, 19670, 3350, 26695, 629, 5628, 19380, 13125, 7929, 24216, 226373, 6442, 573, 165370, 6592, 235265, 7906, 212810, 13653, 5421, 9525, 16414, 34747, 39713, 12807, 96930, 7288, 9247, 1122, 35049, 39031, 6394, 198828, 19498, 599, 95466, 108, 697, 20143, 7335, 197681, 91118, 6726, 27425, 140543, 11230, 58157, 10210]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],89
591,7.842666050419211e-05,431,7.855892181396484e-05,chunk_0002,"[1490, 4414, 5375, 1032, 17085, 19253, 119679, 13975, 154671, 50418]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],90
439,0.0,32702,0.0,chunk_0000,"[29081, 17399, 220821, 119493, 41422, 64054, 13315, 88261, 212549, 166196, 167136, 128201, 69508, 205820, 48719, 74073, 134976, 91343, 183157, 229660, 156556, 226152, 221502, 69449, 122668, 168542, 61894, 169703, 57915, 132262, 129600, 43630, 135558, 229553, 207841, 28675, 189386, 222640, 94650, 54358, 184680, 96682, 36925, 30327, 82392, 54623, 247935, 180155, 132380, 149733]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],91
172,0.0,33442,0.0,chunk_0000,"[122181, 79514, 212549, 112468, 136527, 84694, 138284, 121159, 89372, 188478, 124466, 154156, 11013, 47910, 156419, 168969, 125845, 226075, 159703, 212317, 104114, 209143, 879, 231322, 252232, 228766, 87942, 187936, 228003, 189826, 80280, 61645, 209945, 95658, 190234, 67173, 223921, 188220, 150579, 218592, 176389, 52129, 90888, 36965, 108481, 204458, 140283, 149629, 183225, 125973]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],92
748,4.49463464319706e-05,652,4.506111145019531e-05,chunk_0000,"[235285, 235274, 108, 109, 2437, 235356, 110, 3604, 590, 235362, 145, 235342, 11890, 235284, 235305, 207, 235278, 2125, 149, 187, 235303, 211373, 168, 185, 634, 776, 235301, 2795, 235257, 6922, 2926, 235248, 235298, 182, 2723, 235268, 235276, 21211, 235299, 2489, 255968, 2471, 235270, 1734, 235311, 235287, 723, 111, 255970, 1206]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],93
219,0.0,33442,0.0,chunk_0000,"[156419, 152062, 189837, 2899, 58566, 235305, 5170, 235260, 235327, 235333, 51444, 202113, 235302, 235338, 18050, 121184, 235753, 235285, 235279, 25495, 235280, 235311, 202121, 235277, 16873, 2233, 235250, 165108, 57104, 235291, 2502, 210852, 113249, 1215, 135762, 235268, 4738, 134249, 127171, 235723, 235284, 23986, 235295, 114045, 187092, 3616, 4213, 5393, 160621, 9005]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],94
304,0.0,37828,0.0,chunk_0000,"[214503, 72995, 173964, 135067, 181355, 151160, 154818, 232136, 46666, 228047, 125923, 54444, 162019, 52409, 173471, 166101, 171407, 117696, 186853, 149666, 65688, 111432, 181550, 171071, 184715, 94615, 5884, 234397, 52184, 108481, 40062, 153391, 129400, 233443, 103748, 109525, 62902, 154318, 98266, 192408, 173706, 194376, 105687, 158585, 76987, 117082, 137207, 246088, 3905, 202859]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],95
21,5.167212802916765e-07,9411,5.364418029785156e-07,chunk_0000,"[689, 1148, 1, 235283, 182697, 129912, 121528, 59095, 175371, 166344, 236132, 591, 578, 158367, 235269, 209, 232649, 211, 39658, 156062, 77588, 76312, 206658, 78765, 726, 144465, 198385, 519, 88487, 235340, 9209, 235309, 184518, 243101, 114348, 247400, 146519, 4552, 15643, 147114, 12361, 59141, 1420, 236056, 118360, 128178, 148821, 5004, 11971, 7469]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],96
383,0.0008175585046410561,68,0.0008177757263183594,chunk_0002,"[4553, 172278, 23177, 25965, 40555, 52900, 72863, 35782, 129353, 15450]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],97
218,0.0005901283957064152,85,0.0005903244018554688,chunk_0000,"[109, 249270, 78299, 116272, 224770, 35486, 181375, 70014, 225902, 216290, 26079, 37484, 205407, 23734, 182005, 89195, 220076, 1445, 118876, 4521, 14199, 235248, 8807, 5927, 54076, 1053, 108, 8991, 34938, 191336, 6822, 1319, 12428, 202827, 235279, 25957, 150579, 4562, 166756, 110, 1723, 69099, 3369, 56723, 173115, 65660, 124907, 6730, 8394, 185760]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],98
