feature_id,output_score_agg,best_output_score,best_vocab,vocabs_present,per_vocab_scores_json,top_tokens_str,cluster
638,2.8088875114917755e-06,2.8088875114917755e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.8088875114917755e-06, ""question"": 2.8088875114917755e-06, ""combined"": 2.8088875114917755e-06}","[' class', ' nonUne', 'class', ' sınıf', '}`}']",67
551,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.044438876211643e-08, ""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' bends', ' bend', ' curves', ' curve', ' turns']",68
405,2.453344454988837e-05,2.453344454988837e-05,question,"combined,question","{""question"": 2.453344454988837e-05, ""combined"": 2.453344454988837e-05}","['!),', ' ?)', '?),', '!)', '!!)']",69
764,0.0015484524965286256,0.0015484524965286256,question,"combined,question","{""question"": 0.0015484524965286256, ""combined"": 0.0015484524965286256}","[' Barack', ' Obama', ' LeBron', ' President', ' Elon']",70
290,3.9090937934815883e-07,3.9090937934815883e-07,question,"combined,question","{""question"": 3.9090937934815883e-07, ""combined"": 3.9090937934815883e-07}","[' evolutionary', ' evolution', ' Evolutionary', ' evolved', ' Darwin']",71
720,0.9550743942260742,0.9550743942260742,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.9550743942260742, ""question"": 0.9550743942260742, ""combined"": 0.9550743942260742}","[' {', '({', '{', "" {'"", ' {""']",72
424,0.0011232177019119263,0.0011232177019119263,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.0011232177019119263}","[' transfer', 'transfer', ' Transfer', 'Transfer', ' transferência']",73
50,7.119554001837969e-05,7.119554001837969e-05,question,"combined,question","{""question"": 7.119554001837969e-05, ""combined"": 7.119554001837969e-05}","[' verb', ' verbs', ' noun', ' adjective', ' adverb']",74
421,0.07751374006271362,0.07751374006271362,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.07751374006271362}","[' case', ' cases', ' caso', ' casos', 'case']",75
130,0.052855619430542,0.052855619430542,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.052855619430542, ""question"": 0.052855619430542, ""combined"": 0.052855619430542}","[' empty', ' vacant', ' missing', ' emptied', ' Empty']",76
459,0.0996085968017578,0.0996085968017578,question,"combined,question","{""question"": 0.0996085968017578, ""combined"": 0.0996085968017578}","[' freedom', 'freedom', ' free', ' freely', ' Freedom']",77
206,0.0001782959746196866,0.0001782959746196866,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0001782959746196866, ""question"": 0.0001782959746196866, ""combined"": 0.0001782959746196866}","[' announced', ' officially', ' launched', 'featureID', ' disambiguazione']",78
344,5.718250852078199e-05,5.718250852078199e-05,question,question,"{""question"": 5.718250852078199e-05}","[' finished', '刚刚', ' newly', ' recién', '剛']",78
