feature_id,output_score_agg,best_output_score,best_vocab,vocabs_present,per_vocab_scores_json,top_tokens_str,cluster
715,0.00010795726836659014,0.00010795726836659014,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.00010795726836659014, ""question"": 0.00010795726836659014, ""combined"": 0.00010795726836659014}","[' though', 'though', 'handed', 'Though', ' THOUGH']",2
498,6.004688120447099e-05,6.004688120447099e-05,question,"combined,question","{""question"": 6.004688120447099e-05, ""combined"": 6.004688120447099e-05}","[' researchers', 'Researchers', ' scientists', ' researcher', ' Researchers']",2
530,2.7870605466887353e-05,2.7870605466887353e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.7870605466887353e-05, ""question"": 2.7870605466887353e-05, ""combined"": 2.7870605466887353e-05}","[' sleep', ' Sleep', 'Sleep', 'sleep', ' SLEEP']",2
796,2.1855082362890244e-05,2.1855082362890244e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.1855082362890244e-05, ""question"": 2.1855082362890244e-05, ""combined"": 2.1855082362890244e-05}","[' Steve', '\x04', ' Jobs', 'PLANATION', ' stephen']",2
256,1.030946709215641e-05,1.030946709215641e-05,question,"combined,question","{""question"": 1.030946709215641e-05, ""combined"": 1.030946709215641e-05}","[' tomorrow', ' mobilisation', ' organise', ' civilisation', ' authorisation']",2
293,4.781129769980907e-06,4.781129769980907e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 4.781129769980907e-06, ""question"": 4.781129769980907e-06, ""combined"": 4.781129769980907e-06}","['wise', 'liest', 'lier', ' unto', ' gustar']",2
567,4.352714866399765e-06,4.352714866399765e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 4.352714866399765e-06, ""question"": 4.352714866399765e-06, ""combined"": 4.352714866399765e-06}","[' UFO', 'UFO', ' ufo', ' conspiracy', ' conspira']",2
603,3.703914815559983e-06,3.703914815559983e-06,question,"combined,question","{""question"": 3.703914815559983e-06, ""combined"": 3.703914815559983e-06}","['uuu', 'uu', 'uuuu', 'uuuuu', 'u']",2
290,3.9090937934815883e-07,3.9090937934815883e-07,question,"combined,question","{""question"": 3.9090937934815883e-07, ""combined"": 3.9090937934815883e-07}","[' evolutionary', ' evolution', ' Evolutionary', ' evolved', ' Darwin']",2
70,3.328048624098301e-07,3.328048624098301e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 3.328048624098301e-07}","[' Namely', ' namely', ' nämlich', 'namely', ' namelijk']",2
323,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 1.0524457320570946e-07, ""combined"": 1.0524457320570946e-07}","['://', ' الحره', ' autorytatywna', 'httphttps', 'wikidata']",2
388,5.044438876211643e-08,5.044438876211643e-08,question,"combined,question","{""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","['今回', ' ahora', ' now', ' nyní', '今回の']",2
